source name,characteristics[organism],characteristics[organism part],characteristics[strain/breed],characteristics[disease],characteristics[cell type],characteristics[treatment],characteristics[biological replicate],assay name,technology type,comment[technical replicate],comment[data file],comment[fraction identifier],comment[label],comment[instrument],comment[cleavage agent details],comment[fragment mass tolerance],comment[precursor mass tolerance],comment[reduction reagent],comment[alkylation reagent],comment[modification parameters],comment[modification parameters].1,comment[dissociation method],comment[collision energy],comment[file uri],Factor value[treatment],project_id,characteristics[growth stage],comment[cleavage agent details].1,comment[modification parameters].2,comment[modification parameters].3,Factor value[growth stage],characteristics[enrichment protocol],comment[compensation voltage],comment[tool metadata],characteristics[growth condition],characteristics[enrichment process],comment[label].1,comment[fractionation method],characteristics[isolate],Factor value[isolate],factor value[treatment],characteristics[plasmid],Factor value[plasmid],Factor value[strain/breed],Factor value[growth condition],characteristics[pathotype],characteristics[time],Factor value[time],Factor value[organism part],comment[fraction],comment[modification parameters].4,Factor value[fraction],Factor value[enrichment process],factor value[time],factor value[growth condition]
Sample 20,Escherichia coli,Cell lysate,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Not available,Run 20,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR2_run2.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),20 ppm,5 ppm,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR2_run2.raw,,PXD016074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 21,Escherichia coli,Cell lysate,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Not available,Run 21,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR3_run1.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),20 ppm,5 ppm,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR3_run1.raw,,PXD016074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 22,Escherichia coli,Cell lysate,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Not available,Run 22,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR3_run2.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),20 ppm,5 ppm,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR3_run2.raw,,PXD016074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 23,Escherichia coli,Cell lysate,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Not available,Run 23,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR3_run3.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),20 ppm,5 ppm,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR3_run3.raw,,PXD016074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 24,Escherichia coli,Cell lysate,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Not available,Run 24,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR3_run4.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),20 ppm,5 ppm,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR3_run4.raw,,PXD016074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Control Early plateau replicate_1,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Control,1,Run 1,Proteomic profiling by mass spectrometry,1,"210311_07_Orbi2_SK_SER_G180_T210_K2rmas_3-83-1_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210311_07_Orbi2_SK_SER_G180_T210_K2rmas_3-83-1_2,25ug_iRT_150pg.raw",Control,PXD029931,Early plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,,,,,,,,,,,,,
Control Early plateau replicate_2,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Control,2,Run 2,Proteomic profiling by mass spectrometry,1,"210308_15_Orbi2_KN_SER_G180_T210_K2rmas_3-83-2_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_15_Orbi2_KN_SER_G180_T210_K2rmas_3-83-2_2,25ug_iRT_150pg.raw",Control,PXD029931,Early plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,,,,,,,,,,,,,
Control Early plateau replicate_3,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Control,3,Run 3,Proteomic profiling by mass spectrometry,1,"210308_07_Orbi2_KN_SER_G180_T210_K2rmas_3-83-3_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_07_Orbi2_KN_SER_G180_T210_K2rmas_3-83-3_2,25ug_iRT_150pg.raw",Control,PXD029931,Early plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,,,,,,,,,,,,,
Control Growing replicate_1,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Control,1,Run 4,Proteomic profiling by mass spectrometry,1,"210309_15_Orbi2_KN_SER_G180_T210_K2rmas_1-83-1_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_15_Orbi2_KN_SER_G180_T210_K2rmas_1-83-1_2,25ug_iRT_150pg.raw",Control,PXD029931,Growing,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,,,,,,,,,,,,,
Control Growing replicate_2,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Control,2,Run 5,Proteomic profiling by mass spectrometry,1,"210308_03_Orbi2_KN_SER_G180_T210_K2rmas_1-83-2_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_03_Orbi2_KN_SER_G180_T210_K2rmas_1-83-2_2,25ug_iRT_150pg.raw",Control,PXD029931,Growing,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,,,,,,,,,,,,,
Control Growing replicate_3,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Control,3,Run 6,Proteomic profiling by mass spectrometry,1,"210309_07_Orbi2_KN_SER_G180_T210_K2rmas_1-83-3_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_07_Orbi2_KN_SER_G180_T210_K2rmas_1-83-3_2,25ug_iRT_150pg.raw",Control,PXD029931,Growing,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,,,,,,,,,,,,,
Control Late plateau replicate_1,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Control,1,Run 7,Proteomic profiling by mass spectrometry,1,"210309_03_Orbi2_KN_SER_G180_T210_K2rmas_4-83-1_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_03_Orbi2_KN_SER_G180_T210_K2rmas_4-83-1_2,25ug_iRT_150pg.raw",Control,PXD029931,Late plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,,,,,,,,,,,,,
Control Late plateau replicate_2,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Control,2,Run 8,Proteomic profiling by mass spectrometry,1,"210309_11_Orbi2_KN_SER_G180_T210_K2rmas_4-83-2_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_11_Orbi2_KN_SER_G180_T210_K2rmas_4-83-2_2,25ug_iRT_150pg.raw",Control,PXD029931,Late plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,,,,,,,,,,,,,
Control Late plateau replicate_3,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Control,3,Run 9,Proteomic profiling by mass spectrometry,1,"210311_03_Orbi2_SK_SER_G180_T210_K2rmas_4-83-3_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210311_03_Orbi2_SK_SER_G180_T210_K2rmas_4-83-3_2,25ug_iRT_150pg.raw",Control,PXD029931,Late plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Early plateau replicate_1,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,1,Run 10,Proteomic profiling by mass spectrometry,1,"210309_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-3_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-3_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Early plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Early plateau replicate_2,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,2,Run 11,Proteomic profiling by mass spectrometry,1,"210308_17_Orbi2_KN_SER_G180_T210_K2rmas_3-84-4_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_17_Orbi2_KN_SER_G180_T210_K2rmas_3-84-4_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Early plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Early plateau replicate_3,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,3,Run 12,Proteomic profiling by mass spectrometry,1,"210308_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-6_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-6_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Early plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Growing replicate_1,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,1,Run 13,Proteomic profiling by mass spectrometry,1,"210308_13_Orbi2_KN_SER_G180_T210_K2rmas_1-84-4_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_13_Orbi2_KN_SER_G180_T210_K2rmas_1-84-4_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Growing,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Growing replicate_2,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,2,Run 14,Proteomic profiling by mass spectrometry,1,"210309_09_Orbi2_KN_SER_G180_T210_K2rmas_1-84-5_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_09_Orbi2_KN_SER_G180_T210_K2rmas_1-84-5_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Growing,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Growing replicate_3,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,3,Run 15,Proteomic profiling by mass spectrometry,1,"210308_11_Orbi2_KN_SER_G180_T210_K2rmas_1-84-6_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_11_Orbi2_KN_SER_G180_T210_K2rmas_1-84-6_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Growing,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Late plateau replicate_1,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,1,Run 16,Proteomic profiling by mass spectrometry,1,"210311_05_Orbi2_SK_SER_G180_T210_K2rmas_4-84-4_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210311_05_Orbi2_SK_SER_G180_T210_K2rmas_4-84-4_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Late plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Late plateau replicate_2,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,2,Run 17,Proteomic profiling by mass spectrometry,1,"210309_01_Orbi2_KN_SER_G180_T210_K2rmas_4-84-5_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_01_Orbi2_KN_SER_G180_T210_K2rmas_4-84-5_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Late plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Late plateau replicate_3,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,3,Run 18,Proteomic profiling by mass spectrometry,1,"210308_09_Orbi2_KN_SER_G180_T210_K2rmas_4-84-6_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_09_Orbi2_KN_SER_G180_T210_K2rmas_4-84-6_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Late plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Low plateau replicate_1,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,1,Run 19,Proteomic profiling by mass spectrometry,1,"210309_13_Orbi2_KN_SER_G180_T210_K2rmas_2-84-8_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_13_Orbi2_KN_SER_G180_T210_K2rmas_2-84-8_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Low plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Low plateau,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Low plateau replicate_2,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,2,Run 20,Proteomic profiling by mass spectrometry,1,"210311_09_Orbi2_SK_SER_G180_T210_K2rmas_2-84-10_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210311_09_Orbi2_SK_SER_G180_T210_K2rmas_2-84-10_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Low plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Low plateau,,,,,,,,,,,,,,,,,,,,,,,,
Switcher Low plateau replicate_3,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,Recombineered,3,Run 21,Proteomic profiling by mass spectrometry,1,"210311_01_Orbi2_SK_SER_G180_T210_K2rmas_2-84-11_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210311_01_Orbi2_SK_SER_G180_T210_K2rmas_2-84-11_2,25ug_iRT_150pg.raw",Recombineered,PXD029931,Low plateau,NT=LysC; AC=1001309,"NT=Deamidation; MT=Variable; TA=N,Q",NT=Acetyl; MT=Variable; PP=Protein N-term,Low plateau,,,,,,,,,,,,,,,,,,,,,,,,
20210425_LCC_ZK_Input_40V.raw,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,yiaC knockout,Not available,run 1,Proteomic profiling by mass spectrometry,1,20210425_LCC_ZK_Input_40V.raw,1,SILAC heavy L:13C(6),Orbitrap Eclipse,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Label:13C(6);AC=188;CF=C(-6) 13C(6);MM=6.020129;MT=Variable;PP=Anywhere;TA=['L'],NT=HCD; AC=MS:1002481,30 %,,,PXD030346,,,,,,Lactyllysine immunoaffinity enrichment,-40V,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
20210425_LCC_ZK_Input_60V.raw,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,yiaC knockout,Not available,run 2,Proteomic profiling by mass spectrometry,2,20210425_LCC_ZK_Input_60V.raw,1,SILAC heavy L:13C(6),Orbitrap Eclipse,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Label:13C(6);AC=188;CF=C(-6) 13C(6);MM=6.020129;MT=Variable;PP=Anywhere;TA=['L'],NT=HCD; AC=MS:1002481,30 %,,,PXD030346,,,,,,Lactyllysine immunoaffinity enrichment,-60V,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
20210425_LCC_ZK_Input_80V.raw,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,yiaC knockout,Not available,run 3,Proteomic profiling by mass spectrometry,3,20210425_LCC_ZK_Input_80V.raw,1,SILAC heavy L:13C(6),Orbitrap Eclipse,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Label:13C(6);AC=188;CF=C(-6) 13C(6);MM=6.020129;MT=Variable;PP=Anywhere;TA=['L'],NT=HCD; AC=MS:1002481,30 %,,,PXD030346,,,,,,Lactyllysine immunoaffinity enrichment,-80V,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
20210425_LCC_ZK_Elute_40V.raw,Escherichia coli,Cell lysate,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,yiaC knockout,Not available,run 4,Proteomic profiling by mass spectrometry,1,20210425_LCC_ZK_Elute_40V.raw,1,SILAC heavy L:13C(6),Orbitrap Eclipse,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Label:13C(6);AC=188;CF=C(-6) 13C(6);MM=6.020129;MT=Variable;PP=Anywhere;TA=['L'],NT=HCD; AC=MS:1002481,30 %,,,PXD030346,,,,,,Lactyllysine immunoaffinity enrichment,-40V,lesSDRF v0.1.0,,,,,,,,,,,,,,,,,,,,,
