,source name,characteristics[organism],characteristics[organism part],characteristics[culture type],characteristics[strain/breed],characteristics[disease],characteristics[cell type],characteristics[biological replicate],assay name,technology type,comment[technical replicate],comment[data file],comment[fraction identifier],comment[label],comment[instrument],comment[cleavage agent details],comment[reduction reagent],comment[alkylation reagent],comment[modification parameters],comment[modification parameters].1,comment[modification parameters].2,comment[dissociation method],comment[collision energy],comment[file uri],Factor value[culture type],pride_id,filename,characteristics[treatment],comment[fragment mass tolerance],comment[precursor mass tolerance],Factor value[treatment],characteristics[growth stage],comment[cleavage agent details].1,comment[modification parameters].3,Factor value[growth stage],characteristics[isolate],Factor value[isolate],characteristics[plasmid],Factor value[plasmid],characteristics[growth condition],Factor value[strain/breed],Factor value[growth condition],characteristics[pathotype],comment[fractionation method],Factor value[organism part],characteristics[enrichment process],Factor value[enrichment process]
12,Sample 13,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 13,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR1_FASP1_tip1.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR1_FASP1_tip1.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR1_FASP1_tip1.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
13,Sample 14,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 14,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR1_FASP1_tip2.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR1_FASP1_tip2.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR1_FASP1_tip2.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
14,Sample 15,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 15,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR1_FASP2_tip1.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR1_FASP2_tip1.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR1_FASP2_tip1.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
15,Sample 16,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 16,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR1_FASP2_tip2.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR1_FASP2_tip2.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR1_FASP2_tip2.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
16,Sample 17,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 17,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR1_run1.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR1_run1.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR1_run1.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
17,Sample 18,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 18,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR1_run2.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR1_run2.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR1_run2.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
18,Sample 19,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 19,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR2_run1.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR2_run1.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR2_run1.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
19,Sample 20,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 20,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR2_run2.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR2_run2.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR2_run2.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
20,Sample 21,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 21,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR3_run1.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR3_run1.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR3_run1.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
21,Sample 22,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 22,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR3_run2.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR3_run2.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR3_run2.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
22,Sample 23,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 23,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR3_run3.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR3_run3.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR3_run3.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
23,Sample 24,Escherichia coli,Cell lysate,,Escherichia coli str. W0153,Not applicable,Prokaryotic cell,Not available,Run 24,Proteomic profiling by mass spectrometry,1,1DLC110217QE_antiEcoli_#28_BR3_run4.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,,NT=HCD; AC=MS:1002481,27% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD016074/1DLC110217QE_antiEcoli_#28_BR3_run4.raw,,PXD016074,1DLC110217QE_antiEcoli_#28_BR3_run4.raw,Not available,20 ppm,5 ppm,,,,,,,,,,,,,,,,,
0,Control Early plateau replicate_1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 1,Proteomic profiling by mass spectrometry,1,"210311_07_Orbi2_SK_SER_G180_T210_K2rmas_3-83-1_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210311_07_Orbi2_SK_SER_G180_T210_K2rmas_3-83-1_2,25ug_iRT_150pg.raw",,PXD029931,"210311_07_Orbi2_SK_SER_G180_T210_K2rmas_3-83-1_2,25ug_iRT_150pg.raw",Control,,,Control,Early plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,
1,Control Early plateau replicate_2,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,2,Run 2,Proteomic profiling by mass spectrometry,1,"210308_15_Orbi2_KN_SER_G180_T210_K2rmas_3-83-2_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_15_Orbi2_KN_SER_G180_T210_K2rmas_3-83-2_2,25ug_iRT_150pg.raw",,PXD029931,"210308_15_Orbi2_KN_SER_G180_T210_K2rmas_3-83-2_2,25ug_iRT_150pg.raw",Control,,,Control,Early plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,
2,Control Early plateau replicate_3,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,3,Run 3,Proteomic profiling by mass spectrometry,1,"210308_07_Orbi2_KN_SER_G180_T210_K2rmas_3-83-3_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_07_Orbi2_KN_SER_G180_T210_K2rmas_3-83-3_2,25ug_iRT_150pg.raw",,PXD029931,"210308_07_Orbi2_KN_SER_G180_T210_K2rmas_3-83-3_2,25ug_iRT_150pg.raw",Control,,,Control,Early plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,
3,Control Growing replicate_1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 4,Proteomic profiling by mass spectrometry,1,"210309_15_Orbi2_KN_SER_G180_T210_K2rmas_1-83-1_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_15_Orbi2_KN_SER_G180_T210_K2rmas_1-83-1_2,25ug_iRT_150pg.raw",,PXD029931,"210309_15_Orbi2_KN_SER_G180_T210_K2rmas_1-83-1_2,25ug_iRT_150pg.raw",Control,,,Control,Growing,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,
4,Control Growing replicate_2,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,2,Run 5,Proteomic profiling by mass spectrometry,1,"210308_03_Orbi2_KN_SER_G180_T210_K2rmas_1-83-2_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_03_Orbi2_KN_SER_G180_T210_K2rmas_1-83-2_2,25ug_iRT_150pg.raw",,PXD029931,"210308_03_Orbi2_KN_SER_G180_T210_K2rmas_1-83-2_2,25ug_iRT_150pg.raw",Control,,,Control,Growing,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,
5,Control Growing replicate_3,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,3,Run 6,Proteomic profiling by mass spectrometry,1,"210309_07_Orbi2_KN_SER_G180_T210_K2rmas_1-83-3_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_07_Orbi2_KN_SER_G180_T210_K2rmas_1-83-3_2,25ug_iRT_150pg.raw",,PXD029931,"210309_07_Orbi2_KN_SER_G180_T210_K2rmas_1-83-3_2,25ug_iRT_150pg.raw",Control,,,Control,Growing,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,
6,Control Late plateau replicate_1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 7,Proteomic profiling by mass spectrometry,1,"210309_03_Orbi2_KN_SER_G180_T210_K2rmas_4-83-1_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_03_Orbi2_KN_SER_G180_T210_K2rmas_4-83-1_2,25ug_iRT_150pg.raw",,PXD029931,"210309_03_Orbi2_KN_SER_G180_T210_K2rmas_4-83-1_2,25ug_iRT_150pg.raw",Control,,,Control,Late plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,
7,Control Late plateau replicate_2,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,2,Run 8,Proteomic profiling by mass spectrometry,1,"210309_11_Orbi2_KN_SER_G180_T210_K2rmas_4-83-2_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_11_Orbi2_KN_SER_G180_T210_K2rmas_4-83-2_2,25ug_iRT_150pg.raw",,PXD029931,"210309_11_Orbi2_KN_SER_G180_T210_K2rmas_4-83-2_2,25ug_iRT_150pg.raw",Control,,,Control,Late plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,
8,Control Late plateau replicate_3,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,3,Run 9,Proteomic profiling by mass spectrometry,1,"210311_03_Orbi2_SK_SER_G180_T210_K2rmas_4-83-3_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210311_03_Orbi2_SK_SER_G180_T210_K2rmas_4-83-3_2,25ug_iRT_150pg.raw",,PXD029931,"210311_03_Orbi2_SK_SER_G180_T210_K2rmas_4-83-3_2,25ug_iRT_150pg.raw",Control,,,Control,Late plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,
9,Switcher Early plateau replicate_1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 10,Proteomic profiling by mass spectrometry,1,"210309_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-3_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-3_2,25ug_iRT_150pg.raw",,PXD029931,"210309_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-3_2,25ug_iRT_150pg.raw",Recombineered,,,Recombineered,Early plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,
10,Switcher Early plateau replicate_2,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,2,Run 11,Proteomic profiling by mass spectrometry,1,"210308_17_Orbi2_KN_SER_G180_T210_K2rmas_3-84-4_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_17_Orbi2_KN_SER_G180_T210_K2rmas_3-84-4_2,25ug_iRT_150pg.raw",,PXD029931,"210308_17_Orbi2_KN_SER_G180_T210_K2rmas_3-84-4_2,25ug_iRT_150pg.raw",Recombineered,,,Recombineered,Early plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,
11,Switcher Early plateau replicate_3,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,3,Run 12,Proteomic profiling by mass spectrometry,1,"210308_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-6_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-6_2,25ug_iRT_150pg.raw",,PXD029931,"210308_05_Orbi2_KN_SER_G180_T210_K2rmas_3-84-6_2,25ug_iRT_150pg.raw",Recombineered,,,Recombineered,Early plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Early plateau,,,,,,,,,,,,
12,Switcher Growing replicate_1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 13,Proteomic profiling by mass spectrometry,1,"210308_13_Orbi2_KN_SER_G180_T210_K2rmas_1-84-4_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_13_Orbi2_KN_SER_G180_T210_K2rmas_1-84-4_2,25ug_iRT_150pg.raw",,PXD029931,"210308_13_Orbi2_KN_SER_G180_T210_K2rmas_1-84-4_2,25ug_iRT_150pg.raw",Recombineered,,,Recombineered,Growing,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,
13,Switcher Growing replicate_2,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,2,Run 14,Proteomic profiling by mass spectrometry,1,"210309_09_Orbi2_KN_SER_G180_T210_K2rmas_1-84-5_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_09_Orbi2_KN_SER_G180_T210_K2rmas_1-84-5_2,25ug_iRT_150pg.raw",,PXD029931,"210309_09_Orbi2_KN_SER_G180_T210_K2rmas_1-84-5_2,25ug_iRT_150pg.raw",Recombineered,,,Recombineered,Growing,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,
14,Switcher Growing replicate_3,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,3,Run 15,Proteomic profiling by mass spectrometry,1,"210308_11_Orbi2_KN_SER_G180_T210_K2rmas_1-84-6_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210308_11_Orbi2_KN_SER_G180_T210_K2rmas_1-84-6_2,25ug_iRT_150pg.raw",,PXD029931,"210308_11_Orbi2_KN_SER_G180_T210_K2rmas_1-84-6_2,25ug_iRT_150pg.raw",Recombineered,,,Recombineered,Growing,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Growing,,,,,,,,,,,,
15,Switcher Late plateau replicate_1,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 16,Proteomic profiling by mass spectrometry,1,"210311_05_Orbi2_SK_SER_G180_T210_K2rmas_4-84-4_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210311_05_Orbi2_SK_SER_G180_T210_K2rmas_4-84-4_2,25ug_iRT_150pg.raw",,PXD029931,"210311_05_Orbi2_SK_SER_G180_T210_K2rmas_4-84-4_2,25ug_iRT_150pg.raw",Recombineered,,,Recombineered,Late plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,
16,Switcher Late plateau replicate_2,Escherichia coli,Cell lysate,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,2,Run 17,Proteomic profiling by mass spectrometry,1,"210309_01_Orbi2_KN_SER_G180_T210_K2rmas_4-84-5_2,25ug_iRT_150pg.raw",1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),,,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,"https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029931/210309_01_Orbi2_KN_SER_G180_T210_K2rmas_4-84-5_2,25ug_iRT_150pg.raw",,PXD029931,"210309_01_Orbi2_KN_SER_G180_T210_K2rmas_4-84-5_2,25ug_iRT_150pg.raw",Recombineered,,,Recombineered,Late plateau,NT=LysC; AC=1001309,NT=Acetyl; MT=Variable; PP=Protein N-term,Late plateau,,,,,,,,,,,,
