source name	characteristics[biological replicate]	characteristics[cell type]	characteristics[disease]	characteristics[organism part]	characteristics[organism]	characteristics[strain/breed]	characteristics[treatment]	technology type	assay name	comment[alkylation reagent]	comment[cleavage agent details]	comment[collision energy]	comment[data file]	comment[dissociation method]	comment[file uri]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[technical replicate]	comment[tool metadata]
sample 186	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 186	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_31.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_31.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 187	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 187	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_32.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_32.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 188	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 188	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_33.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_33.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 189	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 189	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_34.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_34.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 190	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 190	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_35.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_35.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 191	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 191	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_36.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_36.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 192	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 192	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_37.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_37.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 193	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 193	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_38.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_38.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 194	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 194	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_39.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_39.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 195	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 195	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_4.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_4.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 196	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 196	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_40.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_40.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 197	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 197	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_41.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_41.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 198	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 198	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_42.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_42.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 199	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 199	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_43.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_43.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 200	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 200	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_44.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_44.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 201	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 201	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_45.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_45.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 202	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 202	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_46.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_46.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 203	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 203	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_47.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_47.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 204	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 204	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_48.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_48.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 205	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 205	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_49.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_49.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 206	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 206	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_5.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_5.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 207	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 207	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_50.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_50.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 208	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 208	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_51.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_51.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 209	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 209	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_52.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_52.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 210	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 210	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_53.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_53.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 211	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 211	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_54.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_54.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 212	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 212	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_55.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_55.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 213	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 213	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_56.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_56.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 214	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 214	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_57.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_57.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 215	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 215	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_58.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_58.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 216	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 216	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_59.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_59.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 217	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 217	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_6.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_6.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 218	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 218	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_60.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_60.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 219	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 219	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_61.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_61.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 220	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 220	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_62.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_62.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 221	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 221	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_7.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_7.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 222	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 222	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_8.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_8.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 223	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 223	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.secpep.sil0_9.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.secpep.sil0_9.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
