source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	technology type	assay name	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[file uri]
sample 51	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 51	Not available	allSpectra.HCD.FTMS.iso_10.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_10.apl
sample 52	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 52	Not available	allSpectra.HCD.FTMS.iso_100.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_100.apl
sample 53	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 53	Not available	allSpectra.HCD.FTMS.iso_101.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_101.apl
sample 54	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 54	Not available	allSpectra.HCD.FTMS.iso_102.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_102.apl
sample 55	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 55	Not available	allSpectra.HCD.FTMS.iso_103.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_103.apl
sample 56	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 56	Not available	allSpectra.HCD.FTMS.iso_104.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_104.apl
sample 57	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 57	Not available	allSpectra.HCD.FTMS.iso_105.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_105.apl
sample 58	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 58	Not available	allSpectra.HCD.FTMS.iso_106.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_106.apl
sample 59	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 59	Not available	allSpectra.HCD.FTMS.iso_107.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_107.apl
sample 60	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 60	Not available	allSpectra.HCD.FTMS.iso_108.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_108.apl
sample 61	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 61	Not available	allSpectra.HCD.FTMS.iso_109.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_109.apl
sample 62	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 62	Not available	allSpectra.HCD.FTMS.iso_11.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_11.apl
sample 63	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 63	Not available	allSpectra.HCD.FTMS.iso_110.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_110.apl
sample 64	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 64	Not available	allSpectra.HCD.FTMS.iso_111.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_111.apl
sample 65	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 65	Not available	allSpectra.HCD.FTMS.iso_112.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_112.apl
sample 66	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 66	Not available	allSpectra.HCD.FTMS.iso_113.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_113.apl
sample 67	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 67	Not available	allSpectra.HCD.FTMS.iso_114.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_114.apl
sample 68	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 68	Not available	allSpectra.HCD.FTMS.iso_115.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_115.apl
sample 69	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 69	Not available	allSpectra.HCD.FTMS.iso_116.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_116.apl
sample 70	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 70	Not available	allSpectra.HCD.FTMS.iso_117.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_117.apl
sample 71	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 71	Not available	allSpectra.HCD.FTMS.iso_118.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_118.apl
sample 72	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 72	Not available	allSpectra.HCD.FTMS.iso_119.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_119.apl
sample 73	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 73	Not available	allSpectra.HCD.FTMS.iso_12.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_12.apl
sample 74	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 74	Not available	allSpectra.HCD.FTMS.iso_120.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_120.apl
sample 75	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 75	Not available	allSpectra.HCD.FTMS.iso_121.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_121.apl
sample 76	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 76	Not available	allSpectra.HCD.FTMS.iso_122.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_122.apl
sample 77	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 77	Not available	allSpectra.HCD.FTMS.iso_123.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_123.apl
sample 78	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 78	Not available	allSpectra.HCD.FTMS.iso_124.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_124.apl
sample 79	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 79	Not available	allSpectra.HCD.FTMS.iso_125.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_125.apl
sample 80	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 80	Not available	allSpectra.HCD.FTMS.iso_126.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_126.apl
sample 81	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 81	Not available	allSpectra.HCD.FTMS.iso_127.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_127.apl
sample 82	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 82	Not available	allSpectra.HCD.FTMS.iso_128.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_128.apl
sample 83	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 83	Not available	allSpectra.HCD.FTMS.iso_129.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_129.apl
sample 84	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 84	Not available	allSpectra.HCD.FTMS.iso_13.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_13.apl
sample 85	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 85	Not available	allSpectra.HCD.FTMS.iso_130.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_130.apl
sample 86	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 86	Not available	allSpectra.HCD.FTMS.iso_131.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_131.apl
sample 87	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 87	Not available	allSpectra.HCD.FTMS.iso_132.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_132.apl
sample 88	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 88	Not available	allSpectra.HCD.FTMS.iso_133.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_133.apl
sample 89	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 89	Not available	allSpectra.HCD.FTMS.iso_134.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_134.apl
sample 90	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 90	Not available	allSpectra.HCD.FTMS.iso_135.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_135.apl
sample 91	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 91	Not available	allSpectra.HCD.FTMS.iso_136.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.iso_136.apl
